tax_id,age,employment_duration,annual_income,credit_history_length,num_credit_cards,payment_history,late_payments,credit_inquiries,credit_limit,credit_utilization,last_late_payment_days,savings_balance,checking_balance,investment_balance,avg_monthly_transactions,avg_transaction_value,international_transactions_ratio,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,current_debt,monthly_expenses,auto_loan_balance,mortgage_balance,investment_loan_balance,debt_to_income,credit_score
483-15-5883,62.126693642079914,39.0,104066.74,15.4,2,72.4107,0,2,5936.16,0.4648,3.0,1581.5,394.59,4749.28,54.7,44.62,0.0321,88.5625,19.52,0.5795,1,38256.88,4843.05,25745.7,59933.02,48892.86,120.0,762
484-15-5884,55.87877098895015,32.7,287675.16,14.0,2,81.7986,0,0,16764.02,0.1767,183.0,2767.04,8057.18,1780.63,45.5,32.1,0.307,68.4134,42.2563,0.8885,1,93613.7,15722.97,28037.14,37980.39,128821.44,100.2703,793
485-15-5885,56.73716360050025,5.7,86944.96,15.8,2,80.2258,1,0,8229.26,0.3499,95.0,1061.3,774.85,520.3,42.0,38.8,0.0866,52.9092,81.8591,0.6689,1,22753.0,3707.38,56807.77,19149.78,117522.93,120.0,730
486-15-5886,51.45672405317056,34.9,25147.62,33.6,7,85.7905,0,0,9517.32,0.3939,55.0,10942.37,1505.55,1443.25,42.2,78.57,0.1711,91.2991,80.1624,0.8126,0,8759.3,804.28,2697.98,136715.26,11016.9,120.0,733
487-15-5887,47.062222495133625,22.8,57894.3,6.9,1,71.7339,1,0,42932.93,0.0676,11.0,5008.32,2155.86,1174.55,61.6,70.39,0.2662,80.0539,83.1438,0.3917,0,54916.05,2552.58,17702.94,177278.12,40235.73,120.0,727
488-15-5888,51.91835607369792,23.8,29911.05,26.4,5,71.1654,0,0,23253.42,0.1855,170.0,29462.35,3254.78,11831.42,28.0,86.03,0.1719,48.0222,69.3821,0.7479,1,15555.23,1509.99,15348.4,336698.79,42996.08,120.0,749
489-15-5889,48.66364317070669,10.9,78608.35,11.5,2,73.7559,0,2,57172.29,0.5278,32.0,1902.67,3705.52,2585.04,32.9,47.91,0.2465,96.5047,28.305,0.476,1,72196.99,4784.96,51439.85,407974.35,38305.25,120.0,739
490-15-5890,46.442640357758215,19.5,202811.57,4.4,2,96.5895,2,1,6493.3,0.514,13.0,2271.82,826.74,8404.33,55.1,173.07,0.0678,96.6151,51.4917,0.477,0,34561.0,10085.76,4119.85,101871.78,80629.13,109.0578,739
491-15-5891,54.22109201103379,18.7,32838.76,24.2,2,51.8643,1,0,16229.63,0.4266,6.0,8159.52,2222.21,12223.93,35.7,71.2,0.0359,70.2296,79.5074,0.8443,1,6990.48,952.81,15710.84,4749.92,8696.06,110.0751,719
492-15-5892,47.76898741101522,19.3,114931.64,19.8,1,63.0562,2,0,1918.92,0.5361,237.0,33270.31,10273.04,461.49,63.5,84.75,0.1698,32.93,88.0403,0.6846,1,22534.01,4623.06,31953.2,31223.34,2904.75,77.1026,775
493-15-5893,52.95572797606991,21.1,38816.97,23.3,2,48.1922,2,0,126319.41,0.2689,57.0,4515.88,4493.14,4178.53,43.3,30.74,0.1927,56.5529,75.8195,0.6721,0,82169.63,1215.87,2011.08,367125.24,36939.62,120.0,705
494-15-5894,34.8853940453055,15.2,20220.58,18.1,3,85.3905,0,1,14736.49,0.3727,94.0,43524.73,923.62,10371.1,70.0,24.91,0.2168,85.3132,81.4345,0.8589,1,6972.98,1413.16,27424.12,107018.66,63233.32,120.0,753
495-15-5895,52.072752814117436,13.6,183335.52,5.8,4,81.1078,1,1,10861.44,0.1466,157.0,17358.73,329.19,1847.1,28.4,65.59,0.2243,94.651,59.1834,0.6847,0,61519.49,9740.72,26955.17,596274.08,17617.24,120.0,756
496-15-5896,47.71239711830637,16.0,70466.48,28.0,6,89.0412,0,1,28683.0,0.4335,111.0,7655.52,6140.2,3223.11,21.0,54.07,0.0195,77.2202,93.3096,0.6153,1,59015.22,3061.33,33833.66,331271.18,145444.09,120.0,746
497-15-5897,66.777282010575,26.5,84457.61,35.0,3,93.169,2,3,8883.67,0.3437,90.0,671.66,1363.05,346.63,30.5,100.76,0.4672,95.1319,88.7585,0.6677,0,5387.24,5128.64,3933.91,414819.06,78548.69,120.0,741
498-15-5898,37.56221264652501,23.6,109446.91,17.8,3,58.4398,1,2,17809.47,0.3916,250.0,7407.49,3457.85,3931.4,118.9,29.5,0.1895,72.2735,69.2638,0.8144,1,48778.78,3579.78,8589.67,40545.71,228070.48,120.0,746
499-15-5899,51.30197073158802,25.8,18205.4,6.6,5,93.0432,0,1,6356.71,0.549,20.0,3121.88,2605.89,447.01,48.6,55.8,0.1584,55.6321,69.9001,0.5622,1,239714.63,889.16,9584.68,612850.93,14499.73,120.0,712
500-15-5900,59.47616671943862,18.8,49712.91,21.2,1,74.8882,1,0,94763.52,0.4472,314.0,9649.66,6478.51,1605.37,56.8,44.23,0.0685,70.9451,62.1595,0.4898,1,3887.39,2670.46,1279.77,52050.94,61761.3,120.0,736
501-15-5901,49.0367522050824,9.1,18960.93,3.1,7,66.3905,0,1,61600.62,0.3785,113.0,27301.52,5569.35,2077.0,52.9,76.39,0.1545,96.6963,62.5916,0.527,1,15325.08,1038.53,2599.79,147114.75,25458.63,120.0,677
502-15-5902,47.40430096941552,11.2,41508.13,9.3,1,35.4112,0,1,33603.3,0.1636,67.0,9317.36,5986.62,11030.25,27.3,24.01,0.2424,37.5848,47.9319,0.5928,1,17723.3,2157.7,109757.32,754386.26,188307.38,120.0,707
503-15-5903,59.43214994259242,23.5,133852.54,5.4,0,66.36,4,0,10195.48,0.5765,30.0,4894.91,438.65,3242.98,76.8,72.41,0.1953,46.1973,68.2378,0.3257,1,15096.36,5876.46,71948.65,98332.61,23485.51,120.0,691
504-15-5904,55.594285802377165,27.1,82015.84,22.4,2,83.1471,0,1,22531.0,0.3969,88.0,9824.14,5776.2,9938.74,75.5,53.13,0.0763,85.8849,59.7553,0.8001,1,29751.27,5379.2,21807.32,104899.93,214139.62,120.0,766
505-15-5905,56.45708763067615,25.3,38872.0,11.6,2,80.2094,2,0,31341.46,0.2444,15.0,6140.56,3630.85,9366.22,36.9,83.31,0.3274,67.1133,50.8766,0.5173,1,17577.76,1803.43,5434.85,5239.83,40703.3,120.0,727
506-15-5906,46.45998403401949,16.1,60918.98,11.0,1,94.1165,1,2,7010.14,0.208,87.0,2370.83,2134.18,1283.52,52.5,28.24,0.1218,64.2073,66.0103,0.284,1,28458.93,3247.23,15134.21,83894.03,80529.83,120.0,747
507-15-5907,45.37044684980057,17.3,54078.3,13.1,4,78.1825,1,3,12266.75,0.5868,155.0,2977.86,7271.58,28912.87,54.9,74.43,0.0303,81.6766,40.4274,0.658,0,3713.42,2488.08,12426.3,56411.47,20368.61,120.0,730
508-15-5908,52.96875325977486,16.3,74431.73,3.0,2,84.6702,1,1,16621.97,0.4851,20.0,4760.47,891.4,1386.07,14.3,41.5,0.5462,44.6116,82.8783,0.232,1,5873.29,4480.32,10202.99,245259.99,21082.6,120.0,697
509-15-5909,60.49268598573638,6.4,38647.69,19.1,1,62.3583,0,0,6082.16,0.0951,307.0,21859.66,7325.55,1491.28,69.7,95.48,0.1041,99.4694,70.6078,0.8063,1,13321.76,2460.94,762.95,104457.48,15756.79,120.0,733
510-15-5910,38.91287545149161,8.5,54951.73,10.6,2,80.5682,1,1,5371.86,0.4301,263.0,43955.66,2959.19,1166.71,65.7,226.9,0.2588,55.2311,46.2895,0.404,1,14284.94,2784.49,22097.28,164828.18,27881.62,120.0,741
511-15-5911,49.373752643331805,20.7,66561.96,2.2,5,65.7939,1,0,44962.99,0.1337,16.0,33208.63,3616.19,87.38,50.9,110.52,0.0745,67.9424,68.8598,0.6234,1,18323.15,3266.5,23008.38,165756.94,43312.21,120.0,716
512-15-5912,45.74421863209372,13.0,80664.59,7.9,3,86.1607,2,0,13913.81,0.5208,294.0,37700.72,1391.0,11482.19,19.2,41.79,0.3497,84.4363,62.7186,0.7418,1,27228.87,5193.76,2166.86,317027.41,17602.67,120.0,745
513-15-5913,50.51673201283745,4.2,69815.13,24.5,2,73.8143,1,1,16836.59,0.3613,207.0,2083.0,6387.44,829.52,87.2,36.24,0.1372,29.0859,44.4618,0.8346,1,152815.38,4268.13,1875.5,108951.69,17053.83,120.0,706
514-15-5914,58.264995684328404,16.5,19021.75,15.3,2,93.0594,0,0,43950.37,0.5517,182.0,44747.64,13268.88,428.77,58.2,109.5,0.1105,81.3823,92.153,0.7629,1,6414.28,654.83,23644.48,59080.06,201701.01,120.0,763
515-15-5915,42.88311130267897,8.9,24785.87,17.5,2,83.0581,1,2,18807.2,0.2051,365.0,7200.97,1730.47,210.17,44.5,45.11,0.3855,74.0302,38.9855,0.1901,0,115752.73,1651.72,7503.43,64832.24,33069.47,120.0,713
516-15-5916,56.87776475568165,8.2,92669.2,17.2,2,95.8138,0,0,22646.66,0.3156,365.0,6184.2,4086.15,410.95,71.8,42.45,0.2718,71.5164,52.0444,0.6559,1,20496.99,6813.98,8304.47,190980.56,12518.84,120.0,765
517-15-5917,46.75251819048098,6.3,50111.47,13.9,2,68.3437,0,1,22130.44,0.3051,89.0,17679.47,4658.16,7697.32,45.1,29.22,0.1463,86.482,77.8606,0.3629,0,32734.19,2754.12,15665.9,11308.17,49913.79,120.0,728
518-15-5918,62.54663540641597,29.9,43865.05,11.3,1,86.823,2,1,22266.51,0.4442,45.0,3242.98,580.46,886.08,39.9,23.7,0.5858,86.4519,78.6712,0.7841,1,3780.41,1765.16,81495.87,200762.28,11739.1,120.0,726
519-15-5919,43.32797407100646,10.1,50215.75,15.8,0,74.3541,0,2,6873.26,0.2742,190.0,4741.23,4746.22,9230.39,60.8,137.54,0.0956,77.5652,75.3938,0.6831,0,96561.06,3006.09,1419.02,28512.19,13416.4,120.0,725
520-15-5920,60.30975193050319,3.4,50168.68,10.9,4,73.7555,0,1,23091.16,0.5059,80.0,3474.77,36621.65,1999.6,47.3,59.09,0.6023,97.4015,60.3915,0.6373,1,6532.08,2617.79,27204.32,21294.5,54047.71,120.0,711
521-15-5921,39.594146718463506,8.9,18000.0,18.3,1,67.436,1,0,86536.82,0.0944,160.0,11061.37,3712.43,12240.95,96.2,56.73,0.2915,91.5762,53.5225,0.6509,1,8979.06,1079.91,1253.73,28514.19,22424.37,120.0,716
522-15-5922,52.2581851455208,20.8,200889.12,11.3,1,95.6941,0,0,21901.62,0.3542,140.0,6478.55,1545.91,10984.24,41.2,60.88,0.1358,72.2252,48.6728,0.7156,1,29254.22,12840.46,1623.24,31962.32,73052.54,67.6454,814
523-15-5923,57.12779697275941,18.4,55332.7,7.8,1,95.1985,0,2,65958.17,0.3694,152.0,5634.66,1069.59,1337.47,53.5,34.18,0.3019,60.7723,79.4709,0.9401,1,3046.94,3547.93,7219.0,131061.87,85985.72,120.0,741
524-15-5924,43.53422125348316,25.4,60486.86,11.5,4,70.9834,0,0,31729.33,0.4166,0.0,1183.96,3018.04,11650.67,37.6,44.32,0.1935,54.8299,91.1046,0.7234,1,8571.1,1694.2,36351.94,94984.29,8923.27,120.0,742
525-15-5925,33.43052240034506,19.2,63268.09,6.0,3,92.7344,3,2,8731.13,0.6599,8.0,14916.58,1218.99,2042.19,72.1,166.74,0.1625,59.8291,61.7433,0.8741,1,20157.95,3427.04,34163.19,698451.36,42723.63,120.0,697
526-15-5926,46.02373539134472,2.8,117425.93,18.6,4,93.8994,2,1,13790.05,0.122,157.0,12657.19,1910.91,250.69,81.4,55.19,0.0479,91.015,74.4203,0.6825,1,46789.48,3715.68,48810.49,329753.49,154085.78,120.0,748
527-15-5927,50.62355288270222,12.9,96620.62,12.1,3,80.3922,1,0,46078.44,0.7948,202.0,9892.86,1598.57,5141.61,36.3,17.38,0.0583,77.4729,58.7732,0.4451,1,17081.77,4138.92,2899.11,422583.57,111448.15,120.0,750
528-15-5928,47.3727050467498,12.3,56817.84,16.0,1,68.0589,1,0,42105.44,0.4246,365.0,5203.56,1652.76,755.54,23.9,18.62,0.3015,81.1294,46.6597,0.7569,1,123477.74,2561.33,70435.44,148078.2,6678.77,120.0,726
529-15-5929,45.22264399204256,8.4,32505.28,21.9,0,88.13,1,0,3508.64,0.0856,19.0,51813.53,1973.77,139.16,31.0,37.08,0.1571,84.4511,70.8481,0.7304,0,16537.99,1796.66,43338.21,238157.78,51287.37,120.0,738
530-15-5930,59.625588095182174,6.3,142299.42,9.3,0,48.1781,0,0,8883.1,0.2763,76.0,1249.86,1200.92,12039.48,111.9,75.06,0.0969,71.3704,75.1835,0.3379,1,43654.92,5960.9,5866.33,92340.8,15501.05,110.5859,736
531-15-5931,63.95364286578348,20.2,62269.36,12.3,3,96.7762,0,2,5695.46,0.5256,162.0,9053.7,1075.49,1666.02,24.6,105.34,0.4138,65.8204,56.4145,0.7966,0,4399.57,3319.46,3432.61,142296.75,13827.01,120.0,753
532-15-5932,63.10483051333147,14.7,90802.9,35.0,4,94.5455,0,0,6005.02,0.2482,115.0,9923.53,2127.26,689.25,59.6,78.18,0.0701,72.733,48.1334,0.6287,1,9572.69,4624.08,8169.06,30641.86,13364.02,68.0018,807
533-15-5933,55.116818815501375,7.6,28023.21,28.5,2,71.0496,1,0,4845.76,0.4813,100.0,2080.99,1984.33,381.45,6.9,60.37,0.1166,49.8753,74.8828,0.3432,1,78546.55,2053.66,1076.12,213208.62,53559.01,120.0,689
534-15-5934,56.63475092306136,5.9,94311.83,3.2,0,74.7418,0,5,19701.44,0.3545,53.0,9244.26,2602.6,2928.66,45.2,77.83,0.4143,76.612,73.5214,0.922,0,7584.58,5374.87,8527.61,43817.17,42584.11,108.6963,694
535-15-5935,42.23562636857893,23.1,22079.45,10.6,3,76.5206,2,1,8830.8,0.2832,199.0,5501.08,761.86,10563.52,68.9,65.75,0.0662,77.228,38.1924,0.3205,1,106303.11,845.96,37903.74,195969.81,38966.81,120.0,715
536-15-5936,49.70999098487633,21.1,45336.73,13.1,1,83.0377,0,0,10294.24,0.4098,177.0,10285.38,3052.95,3291.29,34.5,26.49,0.3252,75.0361,73.623,0.605,1,27139.63,3157.04,5195.07,43289.04,11944.47,120.0,744
537-15-5937,51.434301294179576,21.3,65711.75,15.3,1,69.7253,0,2,99682.12,0.2782,288.0,18584.79,11828.93,8986.64,62.6,118.62,0.1233,83.7744,59.937,0.4232,0,168532.41,3620.53,29103.97,448116.73,15302.7,120.0,756
538-15-5938,53.35165542538517,20.6,202018.41,10.3,0,87.1169,0,1,63705.74,0.0884,79.0,23899.34,7230.34,288.93,73.9,28.82,0.2129,89.3799,57.8266,0.6536,0,30884.65,12654.2,25247.87,163244.74,251495.97,120.0,793
539-15-5939,53.164371610473154,20.6,94926.13,1.2,2,94.2158,0,0,14820.91,0.1602,332.0,12825.97,1628.68,1440.94,44.2,40.02,0.1115,91.5906,45.5496,0.6891,1,29832.55,3945.76,3429.94,355511.2,114941.84,120.0,742
540-15-5940,50.64842600059388,19.4,163764.84,16.3,2,66.4176,0,0,28369.74,0.3127,73.0,4773.36,1628.55,686.3,36.6,134.02,0.6411,77.8395,69.0889,0.7328,1,52529.7,10229.9,42671.74,187097.11,18635.05,120.0,768
541-15-5941,54.986706671096634,10.7,82620.08,19.0,2,98.6193,1,1,5287.22,0.248,23.0,39750.54,4649.07,277.05,63.8,39.86,0.1857,84.9631,81.0695,0.9532,1,23309.03,3679.03,67189.11,102882.19,28602.94,120.0,785
542-15-5942,52.69290699029827,20.5,27529.96,15.0,1,59.6749,0,0,4667.35,0.4096,98.0,2646.6,12056.92,678.37,80.7,24.68,0.5601,69.9549,87.3954,0.8928,1,19334.76,989.54,11818.8,305210.54,8944.56,120.0,723
543-15-5943,52.66901142953329,15.9,27639.77,8.3,1,59.9953,1,0,3845.8,0.4425,365.0,5599.93,15041.79,2772.03,64.8,49.39,0.1782,64.2388,79.7512,0.8382,1,2036.54,1915.38,18483.63,1256900.61,5297.94,120.0,700
544-15-5944,44.053038389945854,9.0,102024.8,11.1,2,75.7037,0,3,27115.5,0.7202,308.0,8114.13,3789.04,850.83,57.7,38.3,0.0239,74.4083,90.0325,0.4237,0,69698.22,3394.31,56497.74,116192.48,32726.06,120.0,744
545-15-5945,40.530786215699315,14.9,29696.18,9.1,1,74.771,0,0,4864.31,0.7567,0.0,21810.6,975.99,760.79,33.2,23.86,0.2974,63.796,72.949,0.7543,1,38471.88,1277.86,10316.74,142498.71,75663.38,120.0,723
546-15-5946,53.40469985520926,27.1,20318.36,18.6,3,82.2781,1,1,5323.04,0.4057,4.0,23599.41,11225.34,5151.92,16.4,73.82,0.2777,54.4816,61.4007,0.7454,1,13039.6,978.8,22317.69,1878.96,150864.67,120.0,727
547-15-5947,46.39381063625838,17.3,30236.57,8.0,2,61.9906,2,1,32102.05,0.3906,108.0,5501.27,919.28,63779.91,53.7,25.77,0.3301,24.3496,70.2532,0.2504,0,7316.88,1015.63,257.04,277683.31,94846.61,120.0,699
548-15-5948,44.42137881278954,18.5,72238.57,4.3,0,91.0158,0,0,6814.73,0.2641,7.0,15663.32,4431.35,640.16,68.5,85.2,0.2676,69.8419,52.7395,0.9358,1,38579.08,3652.43,13346.91,9414.06,52550.16,120.0,732
549-15-5949,57.433458985572635,8.0,34350.31,8.5,2,65.1882,0,1,15891.43,0.3698,124.0,7629.12,4725.38,7539.64,35.0,28.4,0.2106,59.0211,31.2543,0.9054,0,17031.95,2388.19,10399.51,75835.2,1920.08,120.0,704
550-15-5950,49.81300708623854,9.4,144150.06,4.5,2,63.0992,0,0,24118.77,0.6236,209.0,5903.72,1123.93,1014.39,74.8,76.8,0.1726,58.798,76.8814,0.6213,1,9532.34,8165.56,6056.46,352237.13,14423.98,120.0,720
551-15-5951,66.02928812285646,15.9,80733.67,10.2,2,77.1375,0,2,5245.42,0.2785,64.0,39536.78,2656.71,121689.64,66.0,128.57,0.3074,58.9052,61.9506,0.769,0,5418.51,3642.72,9299.77,3206.36,21278.4,48.5585,822
552-15-5952,56.1591690792564,13.7,68351.58,4.3,3,70.5341,0,1,22045.54,0.4653,365.0,14172.54,2822.36,6615.33,45.0,55.51,0.3342,87.1559,62.008,0.836,1,53420.33,4024.03,6248.56,12863.53,46493.16,120.0,720
553-15-5953,43.563460525462446,12.6,78548.41,14.3,2,82.7825,0,1,9613.03,0.3774,202.0,82246.55,1434.33,431.12,44.1,39.91,0.2932,86.6111,53.2322,0.3994,1,11313.07,3033.98,40170.22,655413.08,132459.92,120.0,781
554-15-5954,57.581106766798385,8.1,91366.55,8.1,2,91.9669,0,1,17571.09,0.635,91.0,32051.84,2798.38,26265.26,58.8,110.41,0.5032,87.7585,54.2204,0.5194,1,803.81,4016.0,1956.3,120312.35,29416.47,120.0,768
555-15-5955,54.456398200345134,9.2,92298.96,12.4,2,41.273,0,2,5061.46,0.0651,185.0,7440.23,44679.83,14645.62,45.0,34.16,0.3554,90.092,98.2495,0.8435,1,67494.13,4054.51,6321.72,168246.46,79975.76,120.0,743
556-15-5956,43.27078031874718,6.1,33795.91,3.7,1,78.559,1,0,24460.69,0.1971,75.0,7514.45,5004.08,7613.78,48.2,17.96,0.2299,27.6544,64.7732,0.8539,1,6241.85,1354.2,8901.58,109137.69,28710.21,120.0,677
557-15-5957,45.35161059947637,11.2,144705.73,26.2,1,47.2478,0,0,4191.15,0.4197,365.0,34435.76,6137.59,4961.62,60.1,80.2,0.3004,66.8671,63.561,0.8317,1,7138.8,8324.32,20973.13,186867.36,4523.67,120.0,770
558-15-5958,57.01353476753941,13.7,92935.56,9.0,3,72.236,1,1,33782.82,0.7636,42.0,5110.62,2548.84,10750.95,79.6,207.48,0.2783,75.8141,88.6341,0.4842,1,13430.93,4014.32,3065.27,494860.99,44572.13,120.0,738
559-15-5959,36.30074630228881,14.3,45411.94,10.4,2,86.0059,0,0,8778.01,0.6647,365.0,12379.13,16411.74,958.1,69.1,91.48,0.1678,68.0079,54.5663,0.841,1,20513.57,3266.06,12086.46,231596.81,83299.28,120.0,738
560-15-5960,34.121119100609434,26.7,102833.0,9.9,1,72.9367,0,0,2255.26,0.1062,283.0,3880.73,1515.93,1067.78,27.8,64.15,0.0121,64.6725,58.4084,0.5279,1,13539.8,4332.35,42213.61,513638.81,31555.89,120.0,764
561-15-5961,52.08012018272118,4.0,23559.09,7.2,0,75.2022,1,0,80364.89,0.3766,365.0,32615.27,933.69,906.21,74.1,102.3,0.168,69.3175,41.3503,0.9298,1,3699.65,1656.78,73317.06,225292.53,39986.72,120.0,685
562-15-5962,51.316848006984046,34.3,108942.68,16.0,1,78.4158,1,1,12464.23,0.317,255.0,18558.94,1535.13,9907.89,75.4,51.29,0.1322,50.5468,56.6333,0.8568,0,17357.22,4387.17,62745.83,197676.09,219732.64,120.0,772
563-15-5963,52.9879999370269,20.6,73249.01,11.6,0,70.6973,1,2,8964.15,0.6485,365.0,56875.29,2768.04,1696.47,39.8,27.05,0.1194,73.036,32.2642,0.8198,1,14120.69,3473.64,19597.96,539397.9,82255.67,120.0,741
564-15-5964,51.34535163922931,15.5,18000.0,13.8,2,59.4714,1,0,51415.91,0.0845,111.0,3416.48,1747.85,326.29,32.7,17.5,0.2362,52.3084,38.0645,0.4705,0,23367.53,729.67,20156.7,166586.21,30663.5,120.0,712
565-15-5965,54.84444556439386,8.8,242441.43,5.9,2,65.0542,2,0,9280.66,0.6366,365.0,1495.08,1561.58,10423.82,56.7,111.92,0.3377,67.3956,78.9107,0.8267,0,42083.46,17311.66,2694.79,919047.33,91641.47,120.0,707
566-15-5966,64.1497485832912,11.6,23981.42,7.0,1,62.7785,1,1,9533.36,0.2173,128.0,3269.53,1182.05,4720.84,27.9,90.57,0.0846,86.8756,79.1754,0.7784,1,9910.95,1631.21,2776.87,203081.88,90441.89,120.0,694
567-15-5967,50.438508194295345,20.4,89483.76,13.1,3,76.6241,1,2,16553.17,0.1664,206.0,33641.42,1972.8,1250.11,113.9,113.73,0.4689,79.452,63.5186,0.8522,1,11994.58,4699.29,18258.56,673387.31,17919.92,120.0,772
568-15-5968,38.39440104013951,9.8,161141.12,3.9,2,77.6051,0,2,17307.96,0.2222,92.0,8103.87,2799.32,4785.47,99.8,58.0,0.065,62.6821,67.2332,0.4106,1,122830.07,3378.11,332.38,133863.66,52763.66,120.0,738
569-15-5969,35.613986045501285,21.4,18000.0,3.3,2,77.1176,0,0,28080.25,0.0869,105.0,8734.38,8349.09,53540.45,97.3,21.56,0.0962,59.4414,91.9575,0.6805,1,5024.66,920.42,35822.48,168464.65,2061.79,120.0,708
570-15-5970,47.14348525674507,14.7,70462.37,15.2,2,96.0583,0,0,27194.83,0.0265,24.0,204450.19,1833.69,14049.79,83.1,34.89,0.1173,79.3018,60.7559,0.721,1,68647.98,4844.14,17670.41,108853.99,3399.51,120.0,799
571-15-5971,47.3721890299525,14.7,111342.03,4.2,1,72.3187,1,0,79843.94,0.2422,352.0,6730.39,11434.45,1517.0,75.7,43.39,0.0474,66.3989,71.7076,0.6821,1,38858.39,5274.57,18459.3,187867.36,300000.0,120.0,732
572-15-5972,39.44007062068252,20.4,130779.84,18.7,3,86.4084,2,0,11890.72,0.2533,365.0,49850.25,1631.14,152.9,67.0,23.79,0.2576,38.0223,86.1368,0.8238,0,10258.0,4563.83,33697.98,98222.05,3392.44,111.3096,788
573-15-5973,33.1803330155619,7.7,140333.0,4.5,2,58.8522,1,2,23405.02,0.0906,4.0,5022.94,2501.12,2855.94,42.0,76.95,0.1633,29.017,67.4416,0.4817,1,44468.56,6750.97,21132.93,247867.13,11990.26,120.0,704
574-15-5974,46.498526671535686,12.4,114479.43,5.5,3,82.2116,1,0,22030.26,0.7229,139.0,2575.59,3363.8,3549.21,42.2,40.85,0.2465,72.7891,70.3674,0.4997,0,451621.42,4271.12,60951.03,429712.79,37402.46,120.0,731
575-15-5975,70.2278972760836,13.8,47325.96,7.4,1,74.5063,2,1,11181.2,0.2001,98.0,7133.98,7607.48,174.78,37.6,56.67,0.1109,76.952,50.9264,0.5048,1,2329.97,2873.1,9693.66,535827.36,110547.12,120.0,710
576-15-5976,54.389709314339,19.9,82579.48,3.5,3,91.3989,0,1,7010.13,0.2002,52.0,31248.61,3095.14,649.49,20.3,87.69,0.3249,74.2462,77.7235,0.7615,1,5216.58,3266.83,22098.31,83943.78,102204.48,120.0,749
577-15-5977,53.43521821868663,25.5,244752.79,28.2,2,84.7493,0,1,6759.57,0.176,17.0,3757.34,3682.78,622.37,49.4,42.97,0.2342,93.7294,15.4763,0.5568,1,53916.07,10904.28,17943.11,102728.26,46588.53,90.3671,801
578-15-5978,48.75837315865683,7.3,145004.59,17.0,2,79.3701,0,0,42252.81,0.2165,82.0,3314.73,7348.89,820.19,27.6,52.65,0.5014,63.4127,79.6625,0.8794,1,4764.67,5242.58,34706.28,231218.61,98156.77,120.0,762
579-15-5979,47.12880412109739,14.8,37541.12,10.5,3,93.2894,2,0,17608.06,0.1571,92.0,6503.27,4339.16,26107.03,55.0,43.58,0.2365,78.1669,82.9322,0.3195,1,3801.59,2538.67,3801.72,178776.48,7798.35,120.0,741
580-15-5980,55.48832441678431,7.0,126216.4,7.0,2,64.1411,0,0,3571.2,0.2555,365.0,24447.85,2266.04,86.09,122.3,75.41,0.2408,60.8234,56.5771,0.8051,1,84945.88,6854.31,26206.08,481166.07,66031.7,120.0,750
581-15-5981,40.2083412563435,14.7,154724.8,15.7,3,86.9604,0,2,17950.14,0.0534,252.0,5055.97,1661.99,7624.42,87.9,90.07,0.0394,74.5709,83.5779,0.475,1,80320.66,5726.29,17047.75,415716.7,21601.33,120.0,789
582-15-5982,74.51917447474904,18.5,32344.59,7.4,1,79.2633,2,0,6299.47,0.5204,85.0,11239.26,3362.2,6098.07,49.3,119.45,0.2506,73.2668,82.9157,0.8139,1,23917.41,789.81,4317.39,27625.87,12507.83,120.0,710
583-15-5983,40.71661708211114,11.6,58998.39,3.6,2,88.4697,0,1,2607.97,0.1218,5.0,23829.89,8099.2,49276.67,154.3,102.91,0.2966,81.8356,54.1292,0.4005,1,25590.23,3541.59,11143.81,200226.38,58868.16,120.0,743
584-15-5984,56.504277829509064,26.2,49012.59,7.0,1,69.2135,0,1,20088.03,0.4277,365.0,4491.66,3328.0,91734.35,79.4,60.92,0.13,75.3494,57.59,0.772,1,39085.74,3039.34,5723.46,255086.59,115459.32,120.0,729
585-15-5985,41.353211590957415,18.7,114364.22,4.6,2,71.0354,2,0,3679.61,0.3537,3.0,10583.35,5960.71,1502.18,24.0,29.41,0.105,61.0123,94.0861,0.52,1,94270.98,3848.57,30102.93,70299.68,32718.29,120.0,718
586-15-5986,51.596133848384255,17.9,44945.02,5.7,1,84.1083,0,1,17745.74,0.2931,345.0,11592.88,2385.0,2738.55,53.8,72.62,0.1237,47.3437,36.1028,0.8804,1,66726.48,3248.47,1358.89,212915.39,138599.28,120.0,723
587-15-5987,57.74511509572432,15.8,38544.78,9.0,2,40.8502,0,0,8885.53,0.2756,29.0,21463.17,4398.96,13057.02,33.1,56.39,0.0846,76.6975,89.9404,0.4225,1,31827.77,1868.01,30832.58,15725.67,39603.87,120.0,726
588-15-5988,37.174448742795136,20.3,128552.31,9.9,1,92.4748,0,0,22735.56,0.7858,12.0,15344.67,4519.13,2631.16,46.0,75.4,0.2144,82.3957,28.1308,0.4107,1,9060.74,7459.55,14230.27,3662.32,170239.82,120.0,778
589-15-5989,42.13190435678678,27.2,25755.05,18.5,3,58.1713,0,1,1589.58,0.0539,107.0,16617.96,3963.13,629.98,54.9,105.91,0.1285,60.6501,71.4506,0.3989,1,2113.82,1421.37,1847.47,87554.05,52855.16,120.0,731
