tax_id,annual_income,savings_balance,payment_history,age,avg_monthly_transactions,avg_transaction_value,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,checking_balance,digital_activity_score,monthly_digital_transactions,customer_category
742-16-7042,52905.86,11333.69,78.6025,44.688712271568136,21.2,45.72,89.2869,72.3085,0.1948,1,312.34,63.25,4.1,Regular
743-16-7043,74826.69,2631.3,96.3281,49.8835377958482,80.0,101.99,91.0898,41.3244,0.7791,0,2541.99,72.21,62.3,Preferred
744-16-7044,60530.02,9274.48,90.7984,43.50847296480114,71.5,64.6,58.9764,83.755,0.8837,1,8524.03,75.23,63.2,Preferred
745-16-7045,94746.19,1218.41,73.9031,52.268927231693965,61.3,34.25,89.3859,79.5185,0.4184,1,4463.17,72.16,25.6,Regular
746-16-7046,108654.18,10412.59,90.5369,45.70352896798838,28.1,53.98,45.0812,80.4283,0.3614,1,1421.17,53.0,10.2,Regular
747-16-7047,18778.44,52574.44,73.2387,46.79128125271146,52.6,65.75,64.2014,49.7348,0.5861,0,1208.72,58.18,30.8,Preferred
750-16-7050,28787.85,13174.65,86.1964,36.92538419611548,84.7,23.98,82.3262,81.4844,0.8588,1,3612.59,83.14,72.7,Regular
752-16-7052,228128.98,9545.12,71.0082,40.2694444004696,43.0,64.89,37.3239,72.4802,0.656,0,2014.98,56.35,28.2,Regular
753-16-7053,18025.8,2148.98,97.6974,47.349850747333846,101.1,31.06,68.6317,79.5441,0.3702,1,771.14,62.42,37.4,Regular
755-16-7055,113917.15,1596.72,82.2337,44.51443073693798,65.1,44.86,68.9625,75.256,0.5818,1,673.34,67.62,37.9,Preferred
756-16-7056,77298.36,2775.53,76.5283,44.811616554648936,94.3,35.57,93.1823,76.4304,0.8417,0,3458.92,85.45,79.4,Preferred
757-16-7057,135842.19,33574.71,73.353,47.60472259698915,36.4,54.09,62.4856,26.657,0.6077,1,3370.59,51.22,22.1,Preferred
760-16-7060,18000.0,14996.95,80.6901,44.91558789500324,43.6,53.78,84.9956,47.0411,0.5435,0,6511.04,64.42,23.7,Regular
761-16-7061,37806.23,3588.49,67.5699,44.5214150982666,54.9,61.39,48.7286,71.3653,0.7872,1,1835.18,64.52,43.2,Regular
762-16-7062,145185.08,4966.11,82.9351,42.5427204383858,24.0,47.95,88.3622,72.305,0.7538,1,13778.62,79.65,18.1,Preferred
763-16-7063,36780.61,1870.41,55.0257,56.15318793625252,33.7,26.44,83.322,59.7423,0.5145,1,14054.17,66.69,17.3,Regular
764-16-7064,57551.19,6854.35,61.6843,46.40810949260771,20.5,121.9,70.731,62.0696,0.5308,1,3559.93,62.84,10.9,Regular
765-16-7065,27160.9,12043.13,85.2932,48.01285177284906,69.1,48.02,58.2127,89.958,0.6724,1,8625.19,70.44,46.5,Regular
766-16-7066,37614.55,6189.1,72.1612,47.31458191128721,106.0,31.43,81.4963,58.5759,0.8015,1,1537.6,74.22,85.0,Regular
767-16-7067,75876.33,11110.94,43.7703,44.208272175926176,54.4,62.0,41.9739,66.7506,0.7056,1,5325.93,57.98,38.4,Regular
768-16-7068,54332.69,10274.28,78.9821,42.25561180741148,21.3,74.67,61.7923,55.9733,0.5101,1,1610.83,56.81,10.9,Regular
769-16-7069,18000.0,3393.49,89.1922,57.27903836087242,12.5,63.19,37.3153,76.073,0.414,1,10767.73,50.17,5.2,Regular
771-16-7071,158794.52,31503.2,89.1393,43.03571509385678,44.5,41.21,81.4664,57.8698,0.6691,1,2242.82,70.02,29.8,Preferred
772-16-7072,126600.02,4313.38,50.6353,60.77094602313153,23.0,32.07,54.3146,72.7293,0.7954,1,6332.95,67.41,18.3,Regular
773-16-7073,61230.22,22190.52,87.4284,45.04922626377981,49.7,66.72,61.1644,87.1257,0.6591,0,2003.19,70.38,32.8,Regular
774-16-7074,75753.4,4547.92,79.4807,49.878991896558766,34.5,46.39,80.586,25.6086,0.9128,1,3076.28,67.3,31.5,Regular
775-16-7075,38080.93,38898.81,70.0205,46.88971548118624,59.0,45.05,86.0572,76.924,0.5382,1,1323.99,73.65,31.8,Preferred
776-16-7076,157935.2,751.26,41.275,49.511816140351655,62.7,33.91,62.5448,79.2068,0.4233,0,2410.64,61.48,26.5,Regular
777-16-7077,49818.08,7139.69,87.3059,66.69411532104326,34.4,63.5,83.4512,95.9062,0.8022,0,4222.33,86.22,27.6,Regular
778-16-7078,25284.31,4300.98,65.9056,43.524248301716185,101.3,109.94,77.3681,70.3443,0.9045,1,5102.81,79.19,91.6,Regular
779-16-7079,18190.86,12018.84,53.9291,56.19242309577146,63.1,52.53,70.3104,89.4727,0.5962,0,5095.44,72.85,37.6,Regular
780-16-7080,18000.0,13434.84,67.3665,57.23341812831524,54.5,130.2,82.6964,77.0611,0.6827,0,1574.94,76.68,37.2,Regular
782-16-7082,189646.0,2158.31,86.8858,66.01489732966024,68.4,152.52,77.4906,76.6587,0.905,1,2470.26,81.14,61.9,Preferred
783-16-7083,389047.54,2600.09,54.8609,34.4467971653317,49.4,51.56,77.1627,84.2831,0.6844,1,8686.57,76.68,33.8,Preferred
784-16-7084,126508.5,37964.16,74.0394,38.59379756887952,42.3,25.39,65.6651,73.5614,0.3915,1,1988.34,60.08,16.6,Preferred
785-16-7085,18000.0,5110.3,56.8735,42.08303256767429,66.6,48.78,80.5221,89.0876,0.6262,1,2928.65,77.72,41.7,Regular
786-16-7086,27431.99,4937.36,51.1994,45.508404478921626,30.0,17.37,72.7021,63.0457,0.6269,1,3027.0,66.8,18.8,Regular
787-16-7087,27535.35,17603.71,72.6263,52.4363543034237,56.4,104.82,80.1029,51.9465,0.6521,1,6381.87,67.19,36.8,Preferred
788-16-7088,49005.23,11425.65,91.9526,42.472983670178806,46.0,104.42,66.0496,83.9833,0.5741,1,3825.9,68.84,26.4,Preferred
789-16-7089,33230.58,5293.25,57.9249,42.41665304614711,57.4,93.0,74.3918,35.219,0.7406,0,2463.32,62.54,42.5,Regular
790-16-7090,92597.79,73129.0,71.3003,50.81879226051279,39.6,46.64,67.7668,90.265,0.8227,1,3214.7,78.87,32.6,Preferred
791-16-7091,49029.13,10726.95,85.7747,54.86538882761598,102.9,31.43,35.8046,72.8819,0.4863,1,2876.1,50.78,50.0,Regular
792-16-7092,110453.85,3650.46,87.0664,49.70887113299514,37.2,67.26,85.2836,64.0653,0.7395,0,23469.57,75.52,27.5,Preferred
793-16-7093,90826.24,21565.71,75.9451,55.41995951737458,51.1,37.78,78.3445,78.3382,0.5233,1,1389.91,70.54,26.7,Preferred
794-16-7094,149867.17,19179.35,61.2752,37.36422245481668,59.5,24.56,63.4456,85.8228,0.1713,1,2186.85,56.26,10.2,Preferred
795-16-7095,35920.83,121446.49,56.4696,43.72309615101968,45.0,64.84,56.6355,64.9406,0.4978,1,12507.4,57.07,22.4,Preferred
796-16-7096,116704.74,3477.47,97.8588,41.75342980853983,42.0,35.68,63.4378,49.0318,0.8823,1,10131.62,66.55,37.1,Preferred
798-16-7098,57616.45,11601.99,94.9939,49.19832529540343,59.7,55.46,87.666,70.605,0.7113,1,1589.75,77.59,42.5,Preferred
800-16-7100,76723.4,14409.8,65.3048,44.96891860777811,29.9,77.61,59.0654,69.0764,0.8379,1,923.44,69.49,25.1,Regular
801-16-7101,151373.55,2071.56,64.3686,43.64560676166926,19.3,104.26,74.6005,88.9619,0.6427,1,2135.0,75.81,12.4,Regular
802-16-7102,135842.96,27096.85,70.4693,37.8889706974485,20.5,106.08,84.6624,84.9073,0.5464,0,7710.94,75.73,11.2,Preferred
804-16-7104,54265.04,3085.9,85.4242,49.65420798932072,110.9,33.65,49.8015,78.4644,0.8803,1,1976.73,69.87,97.6,Regular
805-16-7105,59129.16,9458.88,85.2987,45.108645240408826,83.8,25.38,55.2138,66.087,0.3045,1,3743.81,51.05,25.5,Regular
806-16-7106,174435.87,1156.02,80.575,68.712690651483,50.0,39.46,66.5204,67.9762,0.7027,1,7249.75,68.08,35.1,Preferred
807-16-7107,33219.14,22114.78,82.3496,38.42662866528762,64.7,42.2,92.9741,45.6754,0.6043,1,2768.15,69.02,39.1,Preferred
808-16-7108,82975.9,7145.63,58.2645,69.61002342612667,99.2,55.59,67.9885,71.4081,0.6541,1,3212.76,68.24,64.9,Preferred
811-16-7111,114541.85,8385.05,94.2192,45.32110273838475,77.9,125.61,38.6982,91.704,0.5518,1,14303.45,59.54,43.0,Preferred
813-16-7113,56123.04,18705.66,80.8839,71.7749477662647,81.2,33.94,50.6173,82.6606,0.5206,0,7382.88,60.66,42.3,Regular
814-16-7114,50096.66,3835.02,64.5596,52.490333433674905,43.5,70.14,93.7732,75.0081,0.4095,1,5577.94,72.3,17.8,Regular
815-16-7115,69892.98,2938.95,82.5522,40.61691497839742,87.1,55.73,49.6605,40.8093,0.5995,0,8670.06,50.09,52.2,Regular
816-16-7116,84390.47,61011.4,82.5619,57.21226228248816,63.4,69.19,82.4762,43.9565,0.7968,1,8325.93,70.08,50.5,VIP
818-16-7118,144439.89,1665.79,74.2388,31.26494112080652,45.5,71.62,76.3154,45.6141,0.482,1,10267.44,58.67,21.9,Preferred
819-16-7119,75402.49,5967.26,53.7656,56.91035506519822,76.4,41.84,83.7321,54.1271,0.8833,1,25520.59,76.23,67.5,Regular
820-16-7120,18000.0,12861.63,88.1168,57.22432013128717,25.9,44.38,66.8201,91.1533,0.6252,0,2184.68,72.83,16.2,Regular
821-16-7121,21705.92,2086.4,91.4842,46.71762369848285,65.8,32.19,67.085,83.5399,0.5388,1,2070.61,68.06,35.5,Regular
822-16-7122,118041.27,14066.22,84.6767,44.08782418228617,39.6,71.32,77.3967,79.2073,0.7229,1,3702.75,76.41,28.6,Preferred
825-16-7125,106653.21,1232.24,86.1144,61.14317137579357,30.7,109.67,89.9875,78.7843,0.7919,0,1178.66,83.39,24.3,Preferred
826-16-7126,52597.01,11107.62,94.5427,43.869416676858805,85.8,124.8,31.3041,69.2753,0.4598,1,4929.0,47.1,39.5,Regular
827-16-7127,33608.1,17108.79,54.3759,48.53941672717266,26.7,86.09,60.4232,64.9709,0.5303,1,14502.34,59.57,14.2,Regular
828-16-7128,53178.46,628.46,78.4277,53.54920138182637,34.4,31.42,64.1865,33.6176,0.5388,1,755.32,51.92,18.5,Regular
829-16-7129,68997.56,10792.07,89.0139,51.32592486888831,95.3,54.66,60.1181,84.9301,0.6592,0,1829.04,69.3,62.8,Preferred
830-16-7130,22739.69,24444.67,78.7321,43.21563220082084,38.6,36.59,60.8929,68.5672,0.5236,1,1418.8,60.64,20.2,Regular
831-16-7131,114692.96,15236.12,90.6466,52.94357124582087,43.2,64.23,67.7606,73.0701,0.5393,1,651.59,65.2,23.3,Preferred
832-16-7132,97840.58,4926.5,88.068,56.63636763033586,53.9,161.07,92.8164,80.4919,0.274,1,4759.13,69.49,14.8,Preferred
833-16-7133,68252.18,8885.96,79.1177,40.96132278200176,50.9,116.27,76.2115,90.3942,0.8688,1,808.98,83.67,44.2,Preferred
834-16-7134,68426.5,13701.96,71.3314,53.84364433497456,34.3,14.21,84.1106,58.8759,0.6739,1,2902.81,71.52,23.1,Regular
835-16-7135,162020.91,6039.68,69.0686,48.24930881092105,50.9,61.31,62.6871,66.8712,0.9036,0,18114.08,72.24,46.0,Preferred
836-16-7136,35859.97,10016.25,67.1532,41.41906905300996,46.0,55.62,81.6907,75.139,0.6279,1,2067.62,74.05,28.9,Regular
838-16-7138,62550.13,7065.15,72.5723,57.95352800983207,47.8,188.49,45.0822,93.8371,0.6698,1,458.57,66.28,32.0,Regular
840-16-7140,54757.53,17329.71,72.7871,32.098407783949696,61.4,66.48,57.7614,86.0642,0.9376,1,767.32,77.05,57.6,Regular
841-16-7141,19873.53,1443.15,55.0158,53.02689258162315,36.7,26.86,82.3436,73.3896,0.7799,1,1757.54,78.35,28.6,Regular
842-16-7142,45866.89,3879.95,93.1952,46.18432540685118,21.9,45.92,28.8122,91.7762,0.6439,1,844.34,58.37,14.1,Regular
844-16-7144,35451.89,5221.27,89.9187,60.17155878058452,40.7,27.18,78.6126,43.6546,0.7991,0,7238.01,68.51,32.5,Regular
845-16-7145,148143.64,22778.19,80.3285,51.95053084384581,44.9,56.1,85.2505,68.87,0.2986,1,5778.34,63.72,13.4,Preferred
846-16-7146,81307.98,8350.96,82.7622,56.5206352785394,58.7,57.68,88.1357,93.2754,0.7509,1,5855.06,85.76,44.1,Preferred
847-16-7147,55456.82,22095.32,89.6445,58.55247029748518,41.4,50.14,91.2281,80.2635,0.5622,1,5483.31,77.44,23.3,Preferred
848-16-7148,39400.63,9621.81,68.4435,44.5198999573352,41.5,39.46,88.0441,66.4339,0.2511,1,2286.89,62.68,10.4,Regular
850-16-7150,37134.66,3102.18,60.5216,53.29376180973232,87.4,60.98,70.2844,70.5636,0.4236,1,4183.07,61.99,37.0,Regular
851-16-7151,62720.18,8960.95,75.2815,63.000826076808,54.7,74.68,60.6748,51.4966,0.844,1,2097.74,65.04,46.2,Preferred
852-16-7152,56946.09,44373.72,88.8268,39.78871234277589,91.6,44.62,69.411,38.5713,0.7159,1,2233.08,60.81,65.6,Preferred
853-16-7153,35419.13,1544.93,78.8251,54.43116898665423,84.1,23.38,83.7207,53.9199,0.6291,1,10237.69,68.54,52.9,Regular
854-16-7154,192925.18,3589.29,84.8459,61.84514930888723,25.0,40.93,88.1876,54.9046,0.6888,0,9666.12,72.41,17.2,Preferred
855-16-7155,128966.17,2655.62,85.5731,47.9684885933062,52.7,74.37,55.2164,90.4569,0.2276,1,10729.64,56.05,12.0,Preferred
856-16-7156,44067.08,4176.1,66.9005,49.45544718696729,58.8,37.76,58.739,37.6505,0.5316,1,4104.52,50.74,31.3,Regular
857-16-7157,90158.05,6039.38,55.6063,49.23613060457511,56.4,14.48,75.0445,47.986,0.7352,1,1039.06,66.47,41.5,Regular
858-16-7158,148380.87,12482.62,84.014,48.70849617990184,41.3,146.84,33.6477,43.8909,0.8688,1,4129.81,52.69,35.9,Preferred
860-16-7160,53306.59,30774.59,85.9643,48.32105557822906,41.4,136.25,63.3815,44.6511,0.5933,1,4718.7,56.55,24.6,Preferred
861-16-7161,18000.0,15840.28,72.1028,43.2211639335474,70.9,45.29,70.8543,82.2999,0.2933,1,12611.0,61.83,20.8,Regular
862-16-7162,57122.58,44175.22,77.4204,55.747756020788174,54.2,68.77,54.132,72.6423,0.7508,1,2804.97,65.97,40.7,Preferred
863-16-7163,35240.41,3845.78,68.8316,36.58033690485948,31.5,115.75,83.767,54.7602,0.658,0,1778.45,69.67,20.7,Regular
864-16-7164,39501.84,5669.01,72.9146,58.07474339831185,113.7,54.6,88.9172,38.4685,0.8829,0,1988.85,73.59,100.4,Regular
865-16-7165,47850.26,4029.15,77.3183,59.9161105860543,29.8,34.55,53.8661,85.157,0.5801,1,951.77,64.5,17.3,Regular
866-16-7166,51306.72,3759.99,93.2,51.23416701980076,42.3,64.15,65.9757,79.3354,0.4711,0,7681.61,64.32,19.9,Regular
868-16-7168,23530.72,11337.45,77.3114,53.71291591652374,59.1,89.02,87.69,27.8438,0.893,1,7732.84,70.22,52.8,Preferred
869-16-7169,18000.0,3939.51,15.7906,52.45996808634681,41.8,27.86,71.6548,58.3922,0.5054,0,8308.97,61.34,21.1,Regular
870-16-7170,106561.67,17351.04,52.8235,36.28360510748131,60.8,49.73,88.3403,72.8129,0.6227,1,1451.94,75.86,37.9,Preferred
871-16-7171,196659.13,12616.57,81.513,60.719822748219286,32.1,53.12,90.2085,79.1446,0.5099,1,14420.0,75.12,16.4,Preferred
872-16-7172,64410.35,4363.4,51.4264,42.14426129253147,53.0,77.77,54.7553,78.7032,0.959,1,11782.41,74.28,50.8,Regular
874-16-7174,119728.31,5360.48,42.8392,51.63314220310343,59.0,47.69,31.5692,82.4221,0.3988,1,769.78,49.32,23.5,Regular
875-16-7175,255181.54,1047.14,71.9522,43.26106344697489,36.5,22.51,96.0454,87.7207,0.6877,1,7691.39,85.37,25.1,Preferred
876-16-7176,140007.8,11017.32,35.5337,47.84869073501885,30.6,32.26,51.5328,65.6808,0.5269,0,1387.69,56.12,16.1,Regular
877-16-7177,153566.14,4089.58,78.2871,61.73095066468439,80.0,36.85,57.1945,73.6075,0.7614,1,3298.93,67.8,60.9,Preferred
878-16-7178,26437.35,4500.74,89.1173,66.48303534782372,50.6,71.73,65.3463,83.9633,0.528,1,651.43,67.17,26.7,Regular
879-16-7179,40348.26,13131.65,86.5564,44.57746748098173,47.9,51.62,98.3166,61.4041,0.376,1,5390.52,69.03,18.0,Preferred
880-16-7180,139372.28,2666.5,90.8252,48.20655155159505,47.5,55.56,59.7613,62.2562,0.5034,1,1469.42,57.68,23.9,Preferred
881-16-7181,25712.33,9158.05,71.6897,76.33554468317794,58.0,71.1,69.5414,74.7622,0.9332,1,1010.37,78.24,54.1,Regular
882-16-7182,40637.92,9437.34,65.5686,66.34025261850974,86.6,19.21,63.7016,75.8517,0.9018,1,1513.01,75.29,78.1,Regular
884-16-7184,87259.7,11796.61,55.3358,58.79978268539931,53.1,81.89,60.9785,37.7758,0.5236,1,403.85,51.43,27.8,Preferred
886-16-7186,60307.5,3760.8,97.6391,44.71700527093595,66.7,83.83,69.6324,49.6189,0.7127,1,8615.79,64.12,47.5,Preferred
887-16-7187,67214.69,34118.98,65.8185,58.67170509188381,40.1,38.47,88.4453,87.3759,0.4971,1,2208.55,76.5,19.9,Preferred
888-16-7188,51077.3,979.92,85.8756,35.47709792424351,55.2,292.96,52.3846,55.6527,0.5373,0,7202.25,53.77,29.7,Regular
889-16-7189,42122.87,79897.93,77.6483,60.91673775688871,35.4,63.38,50.0331,73.388,0.5677,1,1374.66,59.06,20.1,Preferred
890-16-7190,54978.32,3375.25,61.8677,64.13887539213015,66.2,66.1,65.9307,91.52,0.732,1,1037.08,75.79,48.5,Regular
891-16-7191,40990.46,5906.92,70.6372,46.90113461137146,59.5,48.93,93.0017,48.824,0.8297,0,14826.49,76.74,49.4,Regular
892-16-7192,111865.19,11955.4,90.4675,66.73007041452551,33.8,77.47,43.3517,69.8288,0.5706,1,4678.41,55.41,19.3,Preferred
894-16-7194,56881.37,7098.97,73.3832,40.27036984832724,10.8,40.57,99.3254,34.1592,0.7417,1,6438.54,72.23,8.0,Regular
895-16-7195,50662.34,3823.26,98.5172,50.72277561229732,34.8,63.16,93.1564,67.7062,0.8468,1,4333.73,82.98,29.5,Preferred
896-16-7196,124264.42,7367.2,88.057,43.99900742807876,53.7,61.26,68.038,74.5632,0.7596,1,2983.25,72.37,40.8,Preferred
898-16-7198,99465.08,31587.82,74.5905,39.7974195232057,36.0,159.33,73.4388,68.8937,0.6026,0,8838.73,68.12,21.7,Preferred
899-16-7199,137252.03,2442.58,78.7879,67.87857938135721,39.5,89.08,44.2187,85.0643,0.8333,1,2163.31,68.21,32.9,Preferred
900-16-7200,84512.45,1209.71,81.2103,55.58731932019384,24.5,51.2,63.1709,83.414,0.5558,1,6875.99,66.97,13.6,Regular
901-16-7201,19363.41,2636.11,87.6296,45.96914971099282,119.4,45.17,65.9352,80.8323,0.4773,1,3914.43,64.94,57.0,Regular
903-16-7203,32921.56,33297.61,69.0967,49.582239746420704,57.9,174.43,73.7934,37.0027,0.8881,0,9159.69,67.26,51.4,Preferred
904-16-7204,25924.31,8951.28,72.9191,28.939952684409757,56.1,193.23,59.6953,57.6813,0.5866,1,1532.36,58.78,32.9,Regular
906-16-7206,78038.31,6962.26,88.2913,49.39852893780113,35.6,31.33,81.2688,83.5767,0.933,1,5936.42,85.57,33.2,Regular
907-16-7207,18000.0,14742.42,65.0018,51.62811622952871,11.8,62.24,73.1167,98.132,0.9389,1,3113.04,86.85,11.1,Regular
908-16-7208,59406.02,11214.76,80.8108,38.82563561970107,76.6,78.08,68.5454,31.2038,0.466,1,2577.09,50.76,35.7,Preferred
909-16-7209,37633.9,16927.59,53.5219,51.85793148869805,71.4,57.38,64.7558,81.9106,0.5937,1,4647.02,68.29,42.4,Regular
910-16-7210,114543.84,3907.67,86.3616,53.77302573740767,43.6,42.93,59.8284,35.5456,0.3831,1,1744.73,46.09,16.7,Preferred
911-16-7211,37700.84,29537.02,72.6823,41.23654627247512,43.8,40.07,69.6431,85.4271,0.7569,1,7727.0,76.19,33.2,Regular
912-16-7212,74743.75,6617.44,81.3184,57.11946020251772,84.7,92.87,88.8031,39.7874,0.4933,1,727.04,62.26,41.8,Preferred
913-16-7213,74163.74,35562.62,84.3952,34.92105517437379,103.5,12.47,58.9207,82.2176,0.5676,1,1653.24,65.26,58.7,Regular
914-16-7214,33703.88,5067.68,68.8816,48.14782421425369,30.7,103.37,60.8626,78.1279,0.572,0,1074.13,64.94,17.6,Regular
916-16-7216,247468.17,40414.6,84.5535,50.323075198739446,50.4,34.06,90.3547,65.6155,0.3745,0,5171.91,67.06,18.9,Preferred
917-16-7217,78770.45,2080.68,93.7295,46.39416419893288,92.7,110.5,86.5095,59.1239,0.5674,1,1741.36,69.36,52.6,Preferred
918-16-7218,62022.47,18127.93,76.1101,54.51289020194185,66.0,64.37,64.668,47.7852,0.6493,1,4599.96,59.68,42.9,Preferred
919-16-7219,139657.69,7005.89,75.8657,49.27050321118808,37.5,46.9,83.3219,34.3678,0.4861,1,914.77,58.22,18.2,Preferred
920-16-7220,204883.46,7950.33,89.762,54.22348168551892,65.4,26.39,79.2291,79.265,0.9662,1,1856.1,84.46,63.2,Preferred
921-16-7221,171230.28,2476.97,74.0137,50.53807199630508,40.4,25.77,96.4238,44.3084,0.5455,0,5114.36,68.23,22.0,Preferred
922-16-7222,22872.16,11727.99,78.606,61.5595833786915,60.5,30.88,59.6731,92.1621,0.6249,1,3204.17,70.26,37.8,Regular
923-16-7223,61256.88,4477.28,58.8201,59.64784097202456,52.6,81.78,57.5851,85.1184,0.884,1,2948.15,75.09,46.5,Regular
924-16-7224,49316.85,3616.43,63.2408,43.60920496011084,49.4,33.85,78.3985,88.6304,0.7231,1,3795.34,79.64,35.7,Regular
925-16-7225,225641.57,885.49,42.3769,60.54865658186279,28.5,197.49,79.4541,66.7185,0.7868,0,5063.28,75.4,22.4,Preferred
926-16-7226,98579.24,7625.17,60.0566,53.685240970320734,36.2,152.86,79.1661,62.0759,0.7661,1,1240.72,73.27,27.7,Preferred
928-16-7228,18000.0,3760.75,45.1027,41.49060269928349,77.6,36.87,93.2011,57.1532,0.9131,0,845.97,81.82,70.9,Regular
929-16-7229,186305.69,4929.57,75.8474,39.75978863648454,61.1,64.89,80.5671,29.7838,0.8269,1,3498.82,65.97,50.5,Preferred
930-16-7230,59357.58,9997.4,69.7171,39.88545211197287,34.4,11.04,60.5,94.6792,0.7058,1,1989.67,73.78,24.3,Regular
932-16-7232,47067.23,5932.65,72.4074,63.0734241908076,64.9,50.03,47.3762,46.4131,0.8039,0,3900.74,56.99,52.2,Regular
933-16-7233,33465.34,10803.82,58.9913,59.63314001575144,58.5,47.34,39.9151,48.4239,0.4675,1,9790.3,44.52,27.3,Regular
934-16-7234,61542.71,31775.8,70.4556,39.04513918836717,41.3,66.83,81.9588,77.0883,0.4519,1,4525.88,69.47,18.7,Preferred
936-16-7236,58708.05,44653.91,93.2738,39.44500262296812,30.5,111.56,50.6204,63.7803,0.6111,1,1150.55,57.72,18.6,Preferred
937-16-7237,124642.76,12285.45,74.7888,31.346179833008573,24.3,312.34,79.1222,53.6441,0.4833,1,6105.19,62.24,11.7,Preferred
941-16-7241,53394.09,2105.57,55.2171,41.38726234895943,28.7,105.7,76.5376,96.2263,0.9268,0,9589.77,87.29,26.6,Regular
942-16-7242,26754.62,43836.56,79.801,77.77722240384713,67.4,70.14,44.7863,89.9769,0.6107,1,2607.79,63.23,41.2,Preferred
943-16-7243,119338.72,20839.8,79.0825,51.882203060316925,59.5,33.69,63.2326,46.9275,0.6736,1,2338.38,59.58,40.1,Preferred
944-16-7244,71624.86,2055.55,81.9248,48.95359791448718,42.2,38.28,67.217,67.291,0.8395,1,1216.5,72.26,35.4,Regular
945-16-7245,50094.26,280.62,55.1026,48.9057312617114,55.1,23.34,54.1663,54.9985,0.784,1,1019.46,61.69,43.2,Regular
946-16-7246,27030.01,3655.2,74.0562,39.730863630861215,54.3,111.84,72.2359,89.2468,0.7781,0,1316.76,79.01,42.3,Regular
947-16-7247,145453.52,17505.67,82.9526,46.92248408154294,42.9,69.95,77.6486,74.9181,0.8678,0,711.98,79.57,37.2,Preferred
948-16-7248,59300.09,8485.07,92.5399,52.636492299557794,80.1,42.34,69.64,39.2663,0.9462,1,5413.71,68.02,75.8,Preferred
949-16-7249,223660.97,15570.36,74.07,60.04458627306335,68.4,29.68,57.5202,80.63,0.7137,1,720.22,68.61,48.8,Preferred
950-16-7250,18000.0,58946.5,42.5807,46.58514088461877,88.4,76.94,84.2642,55.2555,0.699,1,2634.41,71.25,61.8,Preferred
951-16-7251,74533.48,32693.1,96.2902,51.7827160578495,34.9,143.68,73.585,77.1075,0.5205,1,4705.4,68.18,18.2,Preferred
952-16-7252,23155.66,30805.55,91.9375,58.08340254083026,30.0,29.21,67.1715,96.4548,0.8955,1,7601.35,82.67,26.9,Regular
953-16-7253,35857.57,9372.43,87.7415,46.32531466546106,46.7,52.58,84.183,25.1409,0.9023,0,4943.27,68.28,42.1,Regular
954-16-7254,49329.8,1494.24,61.8459,60.8720463431288,24.6,48.43,77.9273,81.8287,0.8952,1,5830.44,82.58,22.0,Regular
955-16-7255,92688.34,3299.66,88.7672,55.68024549407925,24.3,12.03,55.1312,66.8051,0.7751,1,2360.04,65.35,18.8,Regular
956-16-7256,72434.01,37631.1,61.733,58.78781958636946,52.2,121.13,71.892,83.434,0.6122,1,1018.16,72.15,32.0,Preferred
957-16-7257,40795.95,31331.93,58.7933,35.89144551838483,53.6,18.81,89.4251,71.4884,0.5148,1,15131.88,72.66,27.6,Regular
959-16-7259,18018.41,1165.57,77.3481,44.33572410657064,62.6,29.14,78.8187,69.2792,0.8235,1,1467.62,77.02,51.6,Regular
960-16-7260,39014.4,9796.6,84.1172,34.67884619907892,41.2,69.07,73.1523,73.3607,0.7408,1,1683.3,73.49,30.5,Regular
962-16-7262,137796.27,26723.61,89.7702,59.7328422942823,28.5,68.44,72.8194,66.1982,0.8378,0,3105.81,74.12,23.9,Preferred
965-16-7265,69347.34,22911.26,65.5611,49.54658691803733,30.5,80.66,87.8227,90.869,0.2328,1,13071.89,69.37,7.1,Preferred
967-16-7267,153646.64,13851.08,66.6523,44.56396039123546,10.7,43.43,65.0156,94.1547,0.9598,1,5896.93,83.05,10.3,Regular
968-16-7268,319275.88,11775.04,73.313,60.77876924854539,45.9,72.38,40.598,87.483,0.6661,0,3989.51,62.47,30.6,Preferred
969-16-7269,22464.8,23124.05,85.1139,49.20851426468924,62.7,45.09,81.8854,76.5446,0.6198,1,6225.73,74.31,38.9,Preferred
970-16-7270,67150.38,3974.58,88.8803,55.224579190244334,49.7,56.2,99.1214,45.0704,0.6235,1,1367.38,71.87,31.0,Preferred
